productid,product_name,year_month,inventory_level,sales_units,storage_cost_pln_per_unit_month,shelf_life_months,lead_time_months,safety_stock_months,price_pln_per_unit,plan_2023_units,plan_2024_units,plan_2025_units,plan_2023_pln,plan_2024_pln,plan_2025_pln,price_pln_per_unit_plan,date
P039,Product 039,202509,769.0,130.0,0.58,14,1,1.8,31.81,1526,1499,1662,48542.06,47683.19,52868.22,31.81,2025-09-01
P039,Product 039,202510,683.0,86.0,0.58,14,1,1.8,31.81,1526,1499,1662,48542.06,47683.19,52868.22,31.81,2025-10-01
P039,Product 039,202511,523.0,160.0,0.58,14,1,1.8,31.81,1526,1499,1662,48542.06,47683.19,52868.22,31.81,2025-11-01
P039,Product 039,202512,358.0,165.0,0.58,14,1,1.8,31.81,1526,1499,1662,48542.06,47683.19,52868.22,31.81,2025-12-01
P040,Product 040,202301,248.0,62.0,0.6,14,2,1.1,20.59,964,770,763,19848.76,15854.3,15710.17,20.59,2023-01-01
P040,Product 040,202302,46.0,202.0,0.6,14,2,1.1,20.59,964,770,763,19848.76,15854.3,15710.17,20.59,2023-02-01
P040,Product 040,202303,358.0,33.0,0.6,14,2,1.1,20.59,964,770,763,19848.76,15854.3,15710.17,20.59,2023-03-01
P040,Product 040,202304,306.0,52.0,0.6,14,2,1.1,20.59,964,770,763,19848.76,15854.3,15710.17,20.59,2023-04-01
P040,Product 040,202305,266.0,40.0,0.6,14,2,1.1,20.59,964,770,763,19848.76,15854.3,15710.17,20.59,2023-05-01
P040,Product 040,202306,191.0,75.0,0.6,14,2,1.1,20.59,964,770,763,19848.76,15854.3,15710.17,20.59,2023-06-01
P040,Product 040,202307,133.0,58.0,0.6,14,2,1.1,20.59,964,770,763,19848.76,15854.3,15710.17,20.59,2023-07-01
P040,Product 040,202308,94.0,39.0,0.6,14,2,1.1,20.59,964,770,763,19848.76,15854.3,15710.17,20.59,2023-08-01
P040,Product 040,202309,13.0,81.0,0.6,14,2,1.1,20.59,964,770,763,19848.76,15854.3,15710.17,20.59,2023-09-01
P040,Product 040,202310,243.0,188.0,0.6,14,2,1.1,20.59,964,770,763,19848.76,15854.3,15710.17,20.59,2023-10-01
P040,Product 040,202311,178.0,65.0,0.6,14,2,1.1,20.59,964,770,763,19848.76,15854.3,15710.17,20.59,2023-11-01
P040,Product 040,202312,140.0,38.0,0.6,14,2,1.1,20.59,964,770,763,19848.76,15854.3,15710.17,20.59,2023-12-01
P040,Product 040,202401,118.0,22.0,0.6,14,2,1.1,20.59,964,770,763,19848.76,15854.3,15710.17,20.59,2024-01-01
P040,Product 040,202402,78.0,40.0,0.6,14,2,1.1,20.59,964,770,763,19848.76,15854.3,15710.17,20.59,2024-02-01
P040,Product 040,202403,14.0,64.0,0.6,14,2,1.1,20.59,964,770,763,19848.76,15854.3,15710.17,20.59,2024-03-01
P040,Product 040,202404,246.0,65.0,0.6,14,2,1.1,20.59,964,770,763,19848.76,15854.3,15710.17,20.59,2024-04-01
P040,Product 040,202405,190.0,56.0,0.6,14,2,1.1,20.59,964,770,763,19848.76,15854.3,15710.17,20.59,2024-05-01
P040,Product 040,202406,6.0,184.0,0.6,14,2,1.1,20.59,964,770,763,19848.76,15854.3,15710.17,20.59,2024-06-01
P040,Product 040,202407,670.0,51.0,0.6,14,2,1.1,20.59,964,770,763,19848.76,15854.3,15710.17,20.59,2024-07-01
P040,Product 040,202408,626.0,44.0,0.6,14,2,1.1,20.59,964,770,763,19848.76,15854.3,15710.17,20.59,2024-08-01
P040,Product 040,202409,555.0,71.0,0.6,14,2,1.1,20.59,964,770,763,19848.76,15854.3,15710.17,20.59,2024-09-01
P040,Product 040,202410,503.0,52.0,0.6,14,2,1.1,20.59,964,770,763,19848.76,15854.3,15710.17,20.59,2024-10-01
P040,Product 040,202411,392.0,111.0,0.6,14,2,1.1,20.59,964,770,763,19848.76,15854.3,15710.17,20.59,2024-11-01
P040,Product 040,202412,339.0,53.0,0.6,14,2,1.1,20.59,964,770,763,19848.76,15854.3,15710.17,20.59,2024-12-01
P040,Product 040,202501,116.0,223.0,0.6,14,2,1.1,20.59,964,770,763,19848.76,15854.3,15710.17,20.59,2025-01-01
P040,Product 040,202502,0.0,116.0,0.6,14,2,1.1,20.59,964,770,763,19848.76,15854.3,15710.17,20.59,2025-02-01
P040,Product 040,202503,1034.0,80.0,0.6,14,2,1.1,20.59,964,770,763,19848.76,15854.3,15710.17,20.59,2025-03-01
P040,Product 040,202504,966.0,68.0,0.6,14,2,1.1,20.59,964,770,763,19848.76,15854.3,15710.17,20.59,2025-04-01
P040,Product 040,202505,892.0,74.0,0.6,14,2,1.1,20.59,964,770,763,19848.76,15854.3,15710.17,20.59,2025-05-01
P040,Product 040,202506,878.0,14.0,0.6,14,2,1.1,20.59,964,770,763,19848.76,15854.3,15710.17,20.59,2025-06-01
P040,Product 040,202507,804.0,74.0,0.6,14,2,1.1,20.59,964,770,763,19848.76,15854.3,15710.17,20.59,2025-07-01
P040,Product 040,202508,747.0,57.0,0.6,14,2,1.1,20.59,964,770,763,19848.76,15854.3,15710.17,20.59,2025-08-01
P040,Product 040,202509,686.0,61.0,0.6,14,2,1.1,20.59,964,770,763,19848.76,15854.3,15710.17,20.59,2025-09-01
P040,Product 040,202510,633.0,53.0,0.6,14,2,1.1,20.59,964,770,763,19848.76,15854.3,15710.17,20.59,2025-10-01
P040,Product 040,202511,619.0,14.0,0.6,14,2,1.1,20.59,964,770,763,19848.76,15854.3,15710.17,20.59,2025-11-01
P040,Product 040,202512,567.0,52.0,0.6,14,2,1.1,20.59,964,770,763,19848.76,15854.3,15710.17,20.59,2025-12-01
P041,Product 041,202301,182.0,59.0,0.35,12,2,1.9,28.29,560,691,811,15842.4,19548.39,22943.19,28.29,2023-01-01
P041,Product 041,202302,142.0,40.0,0.35,12,2,1.9,28.29,560,691,811,15842.4,19548.39,22943.19,28.29,2023-02-01
P041,Product 041,202303,102.0,40.0,0.35,12,2,1.9,28.29,560,691,811,15842.4,19548.39,22943.19,28.29,2023-03-01
P041,Product 041,202304,47.0,55.0,0.35,12,2,1.9,28.29,560,691,811,15842.4,19548.39,22943.19,28.29,2023-04-01
P041,Product 041,202305,217.0,57.0,0.35,12,2,1.9,28.29,560,691,811,15842.4,19548.39,22943.19,28.29,2023-05-01
P041,Product 041,202306,159.0,58.0,0.35,12,2,1.9,28.29,560,691,811,15842.4,19548.39,22943.19,28.29,2023-06-01
P041,Product 041,202307,102.0,57.0,0.35,12,2,1.9,28.29,560,691,811,15842.4,19548.39,22943.19,28.29,2023-07-01
P041,Product 041,202308,48.0,54.0,0.35,12,2,1.9,28.29,560,691,811,15842.4,19548.39,22943.19,28.29,2023-08-01
P041,Product 041,202309,270.0,63.0,0.35,12,2,1.9,28.29,560,691,811,15842.4,19548.39,22943.19,28.29,2023-09-01
P041,Product 041,202310,205.0,65.0,0.35,12,2,1.9,28.29,560,691,811,15842.4,19548.39,22943.19,28.29,2023-10-01
P041,Product 041,202311,151.0,54.0,0.35,12,2,1.9,28.29,560,691,811,15842.4,19548.39,22943.19,28.29,2023-11-01
P041,Product 041,202312,87.0,64.0,0.35,12,2,1.9,28.29,560,691,811,15842.4,19548.39,22943.19,28.29,2023-12-01
P041,Product 041,202401,45.0,42.0,0.35,12,2,1.9,28.29,560,691,811,15842.4,19548.39,22943.19,28.29,2024-01-01
P041,Product 041,202402,253.0,62.0,0.35,12,2,1.9,28.29,560,691,811,15842.4,19548.39,22943.19,28.29,2024-02-01
P041,Product 041,202403,205.0,48.0,0.35,12,2,1.9,28.29,560,691,811,15842.4,19548.39,22943.19,28.29,2024-03-01
P041,Product 041,202404,147.0,58.0,0.35,12,2,1.9,28.29,560,691,811,15842.4,19548.39,22943.19,28.29,2024-04-01
P041,Product 041,202405,95.0,52.0,0.35,12,2,1.9,28.29,560,691,811,15842.4,19548.39,22943.19,28.29,2024-05-01
P041,Product 041,202406,24.0,71.0,0.35,12,2,1.9,28.29,560,691,811,15842.4,19548.39,22943.19,28.29,2024-06-01
P041,Product 041,202407,244.0,84.0,0.35,12,2,1.9,28.29,560,691,811,15842.4,19548.39,22943.19,28.29,2024-07-01
P041,Product 041,202408,165.0,79.0,0.35,12,2,1.9,28.29,560,691,811,15842.4,19548.39,22943.19,28.29,2024-08-01
P041,Product 041,202409,96.0,69.0,0.35,12,2,1.9,28.29,560,691,811,15842.4,19548.39,22943.19,28.29,2024-09-01
P041,Product 041,202410,35.0,61.0,0.35,12,2,1.9,28.29,560,691,811,15842.4,19548.39,22943.19,28.29,2024-10-01
P041,Product 041,202411,336.0,51.0,0.35,12,2,1.9,28.29,560,691,811,15842.4,19548.39,22943.19,28.29,2024-11-01
P041,Product 041,202412,273.0,63.0,0.35,12,2,1.9,28.29,560,691,811,15842.4,19548.39,22943.19,28.29,2024-12-01
P041,Product 041,202501,217.0,56.0,0.35,12,2,1.9,28.29,560,691,811,15842.4,19548.39,22943.19,28.29,2025-01-01
P041,Product 041,202502,151.0,66.0,0.35,12,2,1.9,28.29,560,691,811,15842.4,19548.39,22943.19,28.29,2025-02-01
P041,Product 041,202503,92.0,59.0,0.35,12,2,1.9,28.29,560,691,811,15842.4,19548.39,22943.19,28.29,2025-03-01
P041,Product 041,202504,38.0,54.0,0.35,12,2,1.9,28.29,560,691,811,15842.4,19548.39,22943.19,28.29,2025-04-01
P041,Product 041,202505,276.0,63.0,0.35,12,2,1.9,28.29,560,691,811,15842.4,19548.39,22943.19,28.29,2025-05-01
P041,Product 041,202506,189.0,87.0,0.35,12,2,1.9,28.29,560,691,811,15842.4,19548.39,22943.19,28.29,2025-06-01
P041,Product 041,202507,123.0,66.0,0.35,12,2,1.9,28.29,560,691,811,15842.4,19548.39,22943.19,28.29,2025-07-01
P041,Product 041,202508,47.0,76.0,0.35,12,2,1.9,28.29,560,691,811,15842.4,19548.39,22943.19,28.29,2025-08-01
P041,Product 041,202509,369.0,63.0,0.35,12,2,1.9,28.29,560,691,811,15842.4,19548.39,22943.19,28.29,2025-09-01
P041,Product 041,202510,320.0,49.0,0.35,12,2,1.9,28.29,560,691,811,15842.4,19548.39,22943.19,28.29,2025-10-01
P041,Product 041,202511,257.0,63.0,0.35,12,2,1.9,28.29,560,691,811,15842.4,19548.39,22943.19,28.29,2025-11-01
P041,Product 041,202512,202.0,55.0,0.35,12,2,1.9,28.29,560,691,811,15842.4,19548.39,22943.19,28.29,2025-12-01
P042,Product 042,202301,188.0,131.0,0.67,9,2,1.6,31.58,738,1251,793,23306.04,39506.58,25042.94,31.58,2023-01-01
P042,Product 042,202302,164.0,24.0,0.67,9,2,1.6,31.58,738,1251,793,23306.04,39506.58,25042.94,31.58,2023-02-01
P042,Product 042,202303,122.0,42.0,0.67,9,2,1.6,31.58,738,1251,793,23306.04,39506.58,25042.94,31.58,2023-03-01
P042,Product 042,202304,43.0,79.0,0.67,9,2,1.6,31.58,738,1251,793,23306.04,39506.58,25042.94,31.58,2023-04-01
P042,Product 042,202305,221.0,66.0,0.67,9,2,1.6,31.58,738,1251,793,23306.04,39506.58,25042.94,31.58,2023-05-01
P042,Product 042,202306,139.0,82.0,0.67,9,2,1.6,31.58,738,1251,793,23306.04,39506.58,25042.94,31.58,2023-06-01
P042,Product 042,202307,102.0,37.0,0.67,9,2,1.6,31.58,738,1251,793,23306.04,39506.58,25042.94,31.58,2023-07-01
P042,Product 042,202308,71.0,31.0,0.67,9,2,1.6,31.58,738,1251,793,23306.04,39506.58,25042.94,31.58,2023-08-01
P042,Product 042,202309,15.0,56.0,0.67,9,2,1.6,31.58,738,1251,793,23306.04,39506.58,25042.94,31.58,2023-09-01
P042,Product 042,202310,129.0,96.0,0.67,9,2,1.6,31.58,738,1251,793,23306.04,39506.58,25042.94,31.58,2023-10-01
P042,Product 042,202311,64.0,65.0,0.67,9,2,1.6,31.58,738,1251,793,23306.04,39506.58,25042.94,31.58,2023-11-01
P042,Product 042,202312,379.0,50.0,0.67,9,2,1.6,31.58,738,1251,793,23306.04,39506.58,25042.94,31.58,2023-12-01
P042,Product 042,202401,168.0,211.0,0.67,9,2,1.6,31.58,738,1251,793,23306.04,39506.58,25042.94,31.58,2024-01-01
P042,Product 042,202402,62.0,106.0,0.67,9,2,1.6,31.58,738,1251,793,23306.04,39506.58,25042.94,31.58,2024-02-01
P042,Product 042,202403,624.0,53.0,0.67,9,2,1.6,31.58,738,1251,793,23306.04,39506.58,25042.94,31.58,2024-03-01
P042,Product 042,202404,467.0,157.0,0.67,9,2,1.6,31.58,738,1251,793,23306.04,39506.58,25042.94,31.58,2024-04-01
P042,Product 042,202405,427.0,40.0,0.67,9,2,1.6,31.58,738,1251,793,23306.04,39506.58,25042.94,31.58,2024-05-01
P042,Product 042,202406,342.0,85.0,0.67,9,2,1.6,31.58,738,1251,793,23306.04,39506.58,25042.94,31.58,2024-06-01
P042,Product 042,202407,118.0,224.0,0.67,9,2,1.6,31.58,738,1251,793,23306.04,39506.58,25042.94,31.58,2024-07-01
P042,Product 042,202408,0.0,118.0,0.67,9,2,1.6,31.58,738,1251,793,23306.04,39506.58,25042.94,31.58,2024-08-01
P042,Product 042,202409,816.0,75.0,0.67,9,2,1.6,31.58,738,1251,793,23306.04,39506.58,25042.94,31.58,2024-09-01
P042,Product 042,202410,738.0,78.0,0.67,9,2,1.6,31.58,738,1251,793,23306.04,39506.58,25042.94,31.58,2024-10-01
P042,Product 042,202411,649.0,89.0,0.67,9,2,1.6,31.58,738,1251,793,23306.04,39506.58,25042.94,31.58,2024-11-01
P042,Product 042,202412,559.0,90.0,0.67,9,2,1.6,31.58,738,1251,793,23306.04,39506.58,25042.94,31.58,2024-12-01
P042,Product 042,202501,498.0,61.0,0.67,9,2,1.6,31.58,738,1251,793,23306.04,39506.58,25042.94,31.58,2025-01-01
P042,Product 042,202502,431.0,67.0,0.67,9,2,1.6,31.58,738,1251,793,23306.04,39506.58,25042.94,31.58,2025-02-01
P042,Product 042,202503,353.0,78.0,0.67,9,2,1.6,31.58,738,1251,793,23306.04,39506.58,25042.94,31.58,2025-03-01
P042,Product 042,202504,324.0,29.0,0.67,9,2,1.6,31.58,738,1251,793,23306.04,39506.58,25042.94,31.58,2025-04-01
P042,Product 042,202505,231.0,93.0,0.67,9,2,1.6,31.58,738,1251,793,23306.04,39506.58,25042.94,31.58,2025-05-01
P042,Product 042,202506,158.0,73.0,0.67,9,2,1.6,31.58,738,1251,793,23306.04,39506.58,25042.94,31.58,2025-06-01
P042,Product 042,202507,70.0,88.0,0.67,9,2,1.6,31.58,738,1251,793,23306.04,39506.58,25042.94,31.58,2025-07-01
P042,Product 042,202508,26.0,44.0,0.67,9,2,1.6,31.58,738,1251,793,23306.04,39506.58,25042.94,31.58,2025-08-01
P042,Product 042,202509,285.0,86.0,0.67,9,2,1.6,31.58,738,1251,793,23306.04,39506.58,25042.94,31.58,2025-09-01
P042,Product 042,202510,196.0,89.0,0.67,9,2,1.6,31.58,738,1251,793,23306.04,39506.58,25042.94,31.58,2025-10-01
P042,Product 042,202511,151.0,45.0,0.67,9,2,1.6,31.58,738,1251,793,23306.04,39506.58,25042.94,31.58,2025-11-01
P042,Product 042,202512,84.0,67.0,0.67,9,2,1.6,31.58,738,1251,793,23306.04,39506.58,25042.94,31.58,2025-12-01
P043,Product 043,202301,781.0,105.0,1.25,9,3,1.5,86.28,1429,1577,1367,123294.12,136063.56,117944.76,86.28,2023-01-01
P043,Product 043,202302,637.0,144.0,1.25,9,3,1.5,86.28,1429,1577,1367,123294.12,136063.56,117944.76,86.28,2023-02-01
P043,Product 043,202303,505.0,132.0,1.25,9,3,1.5,86.28,1429,1577,1367,123294.12,136063.56,117944.76,86.28,2023-03-01
P043,Product 043,202304,350.0,155.0,1.25,9,3,1.5,86.28,1429,1577,1367,123294.12,136063.56,117944.76,86.28,2023-04-01
P043,Product 043,202305,226.0,124.0,1.25,9,3,1.5,86.28,1429,1577,1367,123294.12,136063.56,117944.76,86.28,2023-05-01
P043,Product 043,202306,94.0,132.0,1.25,9,3,1.5,86.28,1429,1577,1367,123294.12,136063.56,117944.76,86.28,2023-06-01
P043,Product 043,202307,1063.0,131.0,1.25,9,3,1.5,86.28,1429,1577,1367,123294.12,136063.56,117944.76,86.28,2023-07-01
P043,Product 043,202308,954.0,109.0,1.25,9,3,1.5,86.28,1429,1577,1367,123294.12,136063.56,117944.76,86.28,2023-08-01
P043,Product 043,202309,864.0,90.0,1.25,9,3,1.5,86.28,1429,1577,1367,123294.12,136063.56,117944.76,86.28,2023-09-01
P043,Product 043,202310,750.0,114.0,1.25,9,3,1.5,86.28,1429,1577,1367,123294.12,136063.56,117944.76,86.28,2023-10-01
P043,Product 043,202311,602.0,148.0,1.25,9,3,1.5,86.28,1429,1577,1367,123294.12,136063.56,117944.76,86.28,2023-11-01
P043,Product 043,202312,468.0,134.0,1.25,9,3,1.5,86.28,1429,1577,1367,123294.12,136063.56,117944.76,86.28,2023-12-01
P043,Product 043,202401,325.0,143.0,1.25,9,3,1.5,86.28,1429,1577,1367,123294.12,136063.56,117944.76,86.28,2024-01-01
P043,Product 043,202402,218.0,107.0,1.25,9,3,1.5,86.28,1429,1577,1367,123294.12,136063.56,117944.76,86.28,2024-02-01
P043,Product 043,202403,87.0,131.0,1.25,9,3,1.5,86.28,1429,1577,1367,123294.12,136063.56,117944.76,86.28,2024-03-01
P043,Product 043,202404,1007.0,100.0,1.25,9,3,1.5,86.28,1429,1577,1367,123294.12,136063.56,117944.76,86.28,2024-04-01
P043,Product 043,202405,881.0,126.0,1.25,9,3,1.5,86.28,1429,1577,1367,123294.12,136063.56,117944.76,86.28,2024-05-01
P043,Product 043,202406,748.0,133.0,1.25,9,3,1.5,86.28,1429,1577,1367,123294.12,136063.56,117944.76,86.28,2024-06-01
P043,Product 043,202407,624.0,124.0,1.25,9,3,1.5,86.28,1429,1577,1367,123294.12,136063.56,117944.76,86.28,2024-07-01
P043,Product 043,202408,475.0,149.0,1.25,9,3,1.5,86.28,1429,1577,1367,123294.12,136063.56,117944.76,86.28,2024-08-01
P043,Product 043,202409,361.0,114.0,1.25,9,3,1.5,86.28,1429,1577,1367,123294.12,136063.56,117944.76,86.28,2024-09-01
P043,Product 043,202410,194.0,167.0,1.25,9,3,1.5,86.28,1429,1577,1367,123294.12,136063.56,117944.76,86.28,2024-10-01
P043,Product 043,202411,47.0,147.0,1.25,9,3,1.5,86.28,1429,1577,1367,123294.12,136063.56,117944.76,86.28,2024-11-01
P043,Product 043,202412,1058.0,133.0,1.25,9,3,1.5,86.28,1429,1577,1367,123294.12,136063.56,117944.76,86.28,2024-12-01
P043,Product 043,202501,931.0,127.0,1.25,9,3,1.5,86.28,1429,1577,1367,123294.12,136063.56,117944.76,86.28,2025-01-01
P043,Product 043,202502,766.0,165.0,1.25,9,3,1.5,86.28,1429,1577,1367,123294.12,136063.56,117944.76,86.28,2025-02-01
P043,Product 043,202503,629.0,137.0,1.25,9,3,1.5,86.28,1429,1577,1367,123294.12,136063.56,117944.76,86.28,2025-03-01
P043,Product 043,202504,472.0,157.0,1.25,9,3,1.5,86.28,1429,1577,1367,123294.12,136063.56,117944.76,86.28,2025-04-01
P043,Product 043,202505,355.0,117.0,1.25,9,3,1.5,86.28,1429,1577,1367,123294.12,136063.56,117944.76,86.28,2025-05-01
P043,Product 043,202506,215.0,140.0,1.25,9,3,1.5,86.28,1429,1577,1367,123294.12,136063.56,117944.76,86.28,2025-06-01
P043,Product 043,202507,82.0,133.0,1.25,9,3,1.5,86.28,1429,1577,1367,123294.12,136063.56,117944.76,86.28,2025-07-01
P043,Product 043,202508,970.0,156.0,1.25,9,3,1.5,86.28,1429,1577,1367,123294.12,136063.56,117944.76,86.28,2025-08-01
P043,Product 043,202509,825.0,145.0,1.25,9,3,1.5,86.28,1429,1577,1367,123294.12,136063.56,117944.76,86.28,2025-09-01
P043,Product 043,202510,686.0,139.0,1.25,9,3,1.5,86.28,1429,1577,1367,123294.12,136063.56,117944.76,86.28,2025-10-01
P043,Product 043,202511,561.0,125.0,1.25,9,3,1.5,86.28,1429,1577,1367,123294.12,136063.56,117944.76,86.28,2025-11-01
P043,Product 043,202512,405.0,156.0,1.25,9,3,1.5,86.28,1429,1577,1367,123294.12,136063.56,117944.76,86.28,2025-12-01
P044,Product 044,202301,309.0,81.0,0.46,22,3,1.1,11.88,867,1118,1050,10299.96,13281.84,12474.0,11.88,2023-01-01
P044,Product 044,202302,247.0,62.0,0.46,22,3,1.1,11.88,867,1118,1050,10299.96,13281.84,12474.0,11.88,2023-02-01
P044,Product 044,202303,159.0,88.0,0.46,22,3,1.1,11.88,867,1118,1050,10299.96,13281.84,12474.0,11.88,2023-03-01
P044,Product 044,202304,90.0,69.0,0.46,22,3,1.1,11.88,867,1118,1050,10299.96,13281.84,12474.0,11.88,2023-04-01
P044,Product 044,202305,396.0,133.0,0.46,22,3,1.1,11.88,867,1118,1050,10299.96,13281.84,12474.0,11.88,2023-05-01
P044,Product 044,202306,282.0,114.0,0.46,22,3,1.1,11.88,867,1118,1050,10299.96,13281.84,12474.0,11.88,2023-06-01
P044,Product 044,202307,114.0,168.0,0.46,22,3,1.1,11.88,867,1118,1050,10299.96,13281.84,12474.0,11.88,2023-07-01
P044,Product 044,202308,66.0,48.0,0.46,22,3,1.1,11.88,867,1118,1050,10299.96,13281.84,12474.0,11.88,2023-08-01
P044,Product 044,202309,700.0,29.0,0.46,22,3,1.1,11.88,867,1118,1050,10299.96,13281.84,12474.0,11.88,2023-09-01
P044,Product 044,202310,628.0,72.0,0.46,22,3,1.1,11.88,867,1118,1050,10299.96,13281.84,12474.0,11.88,2023-10-01
P044,Product 044,202311,356.0,272.0,0.46,22,3,1.1,11.88,867,1118,1050,10299.96,13281.84,12474.0,11.88,2023-11-01
P044,Product 044,202312,263.0,93.0,0.46,22,3,1.1,11.88,867,1118,1050,10299.96,13281.84,12474.0,11.88,2023-12-01
P044,Product 044,202401,71.0,192.0,0.46,22,3,1.1,11.88,867,1118,1050,10299.96,13281.84,12474.0,11.88,2024-01-01
P044,Product 044,202402,1153.0,34.0,0.46,22,3,1.1,11.88,867,1118,1050,10299.96,13281.84,12474.0,11.88,2024-02-01
P044,Product 044,202403,1082.0,71.0,0.46,22,3,1.1,11.88,867,1118,1050,10299.96,13281.84,12474.0,11.88,2024-03-01
P044,Product 044,202404,1030.0,52.0,0.46,22,3,1.1,11.88,867,1118,1050,10299.96,13281.84,12474.0,11.88,2024-04-01
P044,Product 044,202405,972.0,58.0,0.46,22,3,1.1,11.88,867,1118,1050,10299.96,13281.84,12474.0,11.88,2024-05-01
P044,Product 044,202406,875.0,97.0,0.46,22,3,1.1,11.88,867,1118,1050,10299.96,13281.84,12474.0,11.88,2024-06-01
P044,Product 044,202407,785.0,90.0,0.46,22,3,1.1,11.88,867,1118,1050,10299.96,13281.84,12474.0,11.88,2024-07-01
P044,Product 044,202408,587.0,198.0,0.46,22,3,1.1,11.88,867,1118,1050,10299.96,13281.84,12474.0,11.88,2024-08-01
P044,Product 044,202409,339.0,248.0,0.46,22,3,1.1,11.88,867,1118,1050,10299.96,13281.84,12474.0,11.88,2024-09-01
P044,Product 044,202410,281.0,58.0,0.46,22,3,1.1,11.88,867,1118,1050,10299.96,13281.84,12474.0,11.88,2024-10-01
P044,Product 044,202411,233.0,48.0,0.46,22,3,1.1,11.88,867,1118,1050,10299.96,13281.84,12474.0,11.88,2024-11-01
P044,Product 044,202412,119.0,114.0,0.46,22,3,1.1,11.88,867,1118,1050,10299.96,13281.84,12474.0,11.88,2024-12-01
P044,Product 044,202501,39.0,80.0,0.46,22,3,1.1,11.88,867,1118,1050,10299.96,13281.84,12474.0,11.88,2025-01-01
P044,Product 044,202502,450.0,77.0,0.46,22,3,1.1,11.88,867,1118,1050,10299.96,13281.84,12474.0,11.88,2025-02-01
P044,Product 044,202503,400.0,50.0,0.46,22,3,1.1,11.88,867,1118,1050,10299.96,13281.84,12474.0,11.88,2025-03-01
P044,Product 044,202504,339.0,61.0,0.46,22,3,1.1,11.88,867,1118,1050,10299.96,13281.84,12474.0,11.88,2025-04-01
P044,Product 044,202505,51.0,288.0,0.46,22,3,1.1,11.88,867,1118,1050,10299.96,13281.84,12474.0,11.88,2025-05-01
P044,Product 044,202506,759.0,91.0,0.46,22,3,1.1,11.88,867,1118,1050,10299.96,13281.84,12474.0,11.88,2025-06-01
P044,Product 044,202507,671.0,88.0,0.46,22,3,1.1,11.88,867,1118,1050,10299.96,13281.84,12474.0,11.88,2025-07-01
P044,Product 044,202508,412.0,259.0,0.46,22,3,1.1,11.88,867,1118,1050,10299.96,13281.84,12474.0,11.88,2025-08-01
P044,Product 044,202509,347.0,65.0,0.46,22,3,1.1,11.88,867,1118,1050,10299.96,13281.84,12474.0,11.88,2025-09-01
P044,Product 044,202510,222.0,125.0,0.46,22,3,1.1,11.88,867,1118,1050,10299.96,13281.84,12474.0,11.88,2025-10-01
P044,Product 044,202511,162.0,60.0,0.46,22,3,1.1,11.88,867,1118,1050,10299.96,13281.84,12474.0,11.88,2025-11-01
P044,Product 044,202512,98.0,64.0,0.46,22,3,1.1,11.88,867,1118,1050,10299.96,13281.84,12474.0,11.88,2025-12-01
P045,Product 045,202301,141.0,39.0,0.74,10,1,1.6,57.69,493,400,420,28441.17,23076.0,24229.8,57.69,2023-01-01
P045,Product 045,202302,89.0,52.0,0.74,10,1,1.6,57.69,493,400,420,28441.17,23076.0,24229.8,57.69,2023-02-01
P045,Product 045,202303,57.0,32.0,0.74,10,1,1.6,57.69,493,400,420,28441.17,23076.0,24229.8,57.69,2023-03-01
P045,Product 045,202304,27.0,30.0,0.74,10,1,1.6,57.69,493,400,420,28441.17,23076.0,24229.8,57.69,2023-04-01
P045,Product 045,202305,228.0,28.0,0.74,10,1,1.6,57.69,493,400,420,28441.17,23076.0,24229.8,57.69,2023-05-01
P045,Product 045,202306,198.0,30.0,0.74,10,1,1.6,57.69,493,400,420,28441.17,23076.0,24229.8,57.69,2023-06-01
P045,Product 045,202307,157.0,41.0,0.74,10,1,1.6,57.69,493,400,420,28441.17,23076.0,24229.8,57.69,2023-07-01
P045,Product 045,202308,137.0,20.0,0.74,10,1,1.6,57.69,493,400,420,28441.17,23076.0,24229.8,57.69,2023-08-01
P045,Product 045,202309,102.0,35.0,0.74,10,1,1.6,57.69,493,400,420,28441.17,23076.0,24229.8,57.69,2023-09-01
P045,Product 045,202310,73.0,29.0,0.74,10,1,1.6,57.69,493,400,420,28441.17,23076.0,24229.8,57.69,2023-10-01
P045,Product 045,202311,24.0,49.0,0.74,10,1,1.6,57.69,493,400,420,28441.17,23076.0,24229.8,57.69,2023-11-01
P045,Product 045,202312,199.0,53.0,0.74,10,1,1.6,57.69,493,400,420,28441.17,23076.0,24229.8,57.69,2023-12-01
P045,Product 045,202401,160.0,39.0,0.74,10,1,1.6,57.69,493,400,420,28441.17,23076.0,24229.8,57.69,2024-01-01
P045,Product 045,202402,118.0,42.0,0.74,10,1,1.6,57.69,493,400,420,28441.17,23076.0,24229.8,57.69,2024-02-01
P045,Product 045,202403,85.0,33.0,0.74,10,1,1.6,57.69,493,400,420,28441.17,23076.0,24229.8,57.69,2024-03-01
P045,Product 045,202404,47.0,38.0,0.74,10,1,1.6,57.69,493,400,420,28441.17,23076.0,24229.8,57.69,2024-04-01
P045,Product 045,202405,6.0,41.0,0.74,10,1,1.6,57.69,493,400,420,28441.17,23076.0,24229.8,57.69,2024-05-01
P045,Product 045,202406,198.0,33.0,0.74,10,1,1.6,57.69,493,400,420,28441.17,23076.0,24229.8,57.69,2024-06-01
P045,Product 045,202407,167.0,31.0,0.74,10,1,1.6,57.69,493,400,420,28441.17,23076.0,24229.8,57.69,2024-07-01
