productid,product_name,year_month,inventory_level,sales_units,storage_cost_pln_per_unit_month,shelf_life_months,lead_time_months,safety_stock_months,price_pln_per_unit,plan_2023_units,plan_2024_units,plan_2025_units,plan_2023_pln,plan_2024_pln,plan_2025_pln,price_pln_per_unit_plan,date,year,monthly_revenue,inventory_carrying_cost,annual_sales,average_inventory,average_monthly_demand,excess_inventory,inventory_turnover,lead_time_demand,reorder_point,expiration_risk
P080,Product 080,202302,156.0,48.0,0.89,12,1,1.9,38.93,899,755,946,34998.07,29392.15,36827.78,38.93,2023-02-01,2023,1868.64,138.84,951.0,246.0,79.0,108.0,3.865853658536585,79.0,42.0,4204.44
P080,Product 080,202303,105.0,51.0,0.89,12,1,1.9,38.93,899,755,946,34998.07,29392.15,36827.78,38.93,2023-03-01,2023,1985.43,93.45,951.0,246.0,79.0,54.0,3.865853658536585,79.0,42.0,2102.22
P080,Product 080,202304,69.0,36.0,0.89,12,1,1.9,38.93,899,755,946,34998.07,29392.15,36827.78,38.93,2023-04-01,2023,1401.48,61.41,951.0,246.0,79.0,33.0,3.865853658536585,79.0,42.0,1284.69
P080,Product 080,202305,10.0,59.0,0.89,12,1,1.9,38.93,899,755,946,34998.07,29392.15,36827.78,38.93,2023-05-01,2023,2296.87,8.9,951.0,246.0,79.0,-49.0,3.865853658536585,79.0,42.0,-1907.57
P080,Product 080,202306,178.0,77.0,0.89,12,1,1.9,38.93,899,755,946,34998.07,29392.15,36827.78,38.93,2023-06-01,2023,2997.61,158.42,951.0,246.0,79.0,101.0,3.865853658536585,79.0,42.0,3931.93
P080,Product 080,202307,0.0,178.0,0.89,12,1,1.9,38.93,899,755,946,34998.07,29392.15,36827.78,38.93,2023-07-01,2023,6929.54,0.0,951.0,246.0,79.0,-178.0,3.865853658536585,79.0,42.0,-6929.54
P080,Product 080,202308,591.0,53.0,0.89,12,1,1.9,38.93,899,755,946,34998.07,29392.15,36827.78,38.93,2023-08-01,2023,2063.29,525.99,951.0,246.0,79.0,538.0,3.865853658536585,79.0,42.0,20944.34
P080,Product 080,202309,531.0,60.0,0.89,12,1,1.9,38.93,899,755,946,34998.07,29392.15,36827.78,38.93,2023-09-01,2023,2335.8,472.59,951.0,246.0,79.0,471.0,3.865853658536585,79.0,42.0,18336.03
P080,Product 080,202310,475.0,56.0,0.89,12,1,1.9,38.93,899,755,946,34998.07,29392.15,36827.78,38.93,2023-10-01,2023,2180.08,422.75,951.0,246.0,79.0,419.0,3.865853658536585,79.0,42.0,16311.67
P080,Product 080,202311,427.0,48.0,0.89,12,1,1.9,38.93,899,755,946,34998.07,29392.15,36827.78,38.93,2023-11-01,2023,1868.64,380.03,951.0,246.0,79.0,379.0,3.865853658536585,79.0,42.0,14754.47
P080,Product 080,202312,200.0,227.0,0.89,12,1,1.9,38.93,899,755,946,34998.07,29392.15,36827.78,38.93,2023-12-01,2023,8837.11,178.0,951.0,246.0,79.0,-27.0,3.865853658536585,79.0,42.0,-1051.11
P080,Product 080,202401,141.0,59.0,0.89,12,1,1.9,38.93,899,755,946,34998.07,29392.15,36827.78,38.93,2024-01-01,2024,2296.87,125.49,849.0,204.0,71.0,82.0,4.161764705882353,71.0,37.0,3192.26
P080,Product 080,202402,100.0,41.0,0.89,12,1,1.9,38.93,899,755,946,34998.07,29392.15,36827.78,38.93,2024-02-01,2024,1596.13,89.0,849.0,204.0,71.0,59.0,4.161764705882353,71.0,37.0,2296.87
P080,Product 080,202403,46.0,54.0,0.89,12,1,1.9,38.93,899,755,946,34998.07,29392.15,36827.78,38.93,2024-03-01,2024,2102.22,40.94,849.0,204.0,71.0,-8.0,4.161764705882353,71.0,37.0,-311.44
P080,Product 080,202404,246.0,58.0,0.89,12,1,1.9,38.93,899,755,946,34998.07,29392.15,36827.78,38.93,2024-04-01,2024,2257.94,218.94,849.0,204.0,71.0,188.0,4.161764705882353,71.0,37.0,7318.84
P080,Product 080,202405,210.0,36.0,0.89,12,1,1.9,38.93,899,755,946,34998.07,29392.15,36827.78,38.93,2024-05-01,2024,1401.48,186.9,849.0,204.0,71.0,174.0,4.161764705882353,71.0,37.0,6773.82
P080,Product 080,202406,136.0,74.0,0.89,12,1,1.9,38.93,899,755,946,34998.07,29392.15,36827.78,38.93,2024-06-01,2024,2880.82,121.04,849.0,204.0,71.0,62.0,4.161764705882353,71.0,37.0,2413.66
P080,Product 080,202407,49.0,87.0,0.89,12,1,1.9,38.93,899,755,946,34998.07,29392.15,36827.78,38.93,2024-07-01,2024,3386.91,43.61,849.0,204.0,71.0,-38.0,4.161764705882353,71.0,37.0,-1479.34
P080,Product 080,202408,296.0,83.0,0.89,12,1,1.9,38.93,899,755,946,34998.07,29392.15,36827.78,38.93,2024-08-01,2024,3231.19,263.44,849.0,204.0,71.0,213.0,4.161764705882353,71.0,37.0,8292.09
P080,Product 080,202409,76.0,220.0,0.89,12,1,1.9,38.93,899,755,946,34998.07,29392.15,36827.78,38.93,2024-09-01,2024,8564.6,67.64,849.0,204.0,71.0,-144.0,4.161764705882353,71.0,37.0,-5605.92
P080,Product 080,202410,23.0,53.0,0.89,12,1,1.9,38.93,899,755,946,34998.07,29392.15,36827.78,38.93,2024-10-01,2024,2063.29,20.47,849.0,204.0,71.0,-30.0,4.161764705882353,71.0,37.0,-1167.9
P080,Product 080,202411,589.0,30.0,0.89,12,1,1.9,38.93,899,755,946,34998.07,29392.15,36827.78,38.93,2024-11-01,2024,1167.9,524.21,849.0,204.0,71.0,559.0,4.161764705882353,71.0,37.0,21761.87
P080,Product 080,202412,535.0,54.0,0.89,12,1,1.9,38.93,899,755,946,34998.07,29392.15,36827.78,38.93,2024-12-01,2024,2102.22,476.15,849.0,204.0,71.0,481.0,4.161764705882353,71.0,37.0,18725.33
P081,Product 081,202301,162.0,27.0,0.9,14,3,1.9,26.21,386,421,407,10117.06,11034.41,10667.47,26.21,2023-01-01,2023,707.67,145.8,373.0,113.0,31.0,135.0,3.3008849557522124,93.0,49.0,3538.35
P081,Product 081,202302,119.0,43.0,0.9,14,3,1.9,26.21,386,421,407,10117.06,11034.41,10667.47,26.21,2023-02-01,2023,1127.03,107.1,373.0,113.0,31.0,76.0,3.3008849557522124,93.0,49.0,1991.96
P081,Product 081,202303,88.0,31.0,0.9,14,3,1.9,26.21,386,421,407,10117.06,11034.41,10667.47,26.21,2023-03-01,2023,812.51,79.2,373.0,113.0,31.0,57.0,3.3008849557522124,93.0,49.0,1493.97
P081,Product 081,202304,67.0,21.0,0.9,14,3,1.9,26.21,386,421,407,10117.06,11034.41,10667.47,26.21,2023-04-01,2023,550.41,60.3,373.0,113.0,31.0,46.0,3.3008849557522124,93.0,49.0,1205.66
P081,Product 081,202305,27.0,40.0,0.9,14,3,1.9,26.21,386,421,407,10117.06,11034.41,10667.47,26.21,2023-05-01,2023,1048.4,24.3,373.0,113.0,31.0,-13.0,3.3008849557522124,93.0,49.0,-340.73
P081,Product 081,202306,216.0,29.0,0.9,14,3,1.9,26.21,386,421,407,10117.06,11034.41,10667.47,26.21,2023-06-01,2023,760.09,194.4,373.0,113.0,31.0,187.0,3.3008849557522124,93.0,49.0,4901.27
P081,Product 081,202307,191.0,25.0,0.9,14,3,1.9,26.21,386,421,407,10117.06,11034.41,10667.47,26.21,2023-07-01,2023,655.25,171.9,373.0,113.0,31.0,166.0,3.3008849557522124,93.0,49.0,4350.860000000001
P081,Product 081,202308,164.0,27.0,0.9,14,3,1.9,26.21,386,421,407,10117.06,11034.41,10667.47,26.21,2023-08-01,2023,707.67,147.6,373.0,113.0,31.0,137.0,3.3008849557522124,93.0,49.0,3590.77
P081,Product 081,202309,129.0,35.0,0.9,14,3,1.9,26.21,386,421,407,10117.06,11034.41,10667.47,26.21,2023-09-01,2023,917.35,116.1,373.0,113.0,31.0,94.0,3.3008849557522124,93.0,49.0,2463.74
P081,Product 081,202310,94.0,35.0,0.9,14,3,1.9,26.21,386,421,407,10117.06,11034.41,10667.47,26.21,2023-10-01,2023,917.35,84.6,373.0,113.0,31.0,59.0,3.3008849557522124,93.0,49.0,1546.39
P081,Product 081,202311,61.0,33.0,0.9,14,3,1.9,26.21,386,421,407,10117.06,11034.41,10667.47,26.21,2023-11-01,2023,864.93,54.9,373.0,113.0,31.0,28.0,3.3008849557522124,93.0,49.0,733.88
P081,Product 081,202312,34.0,27.0,0.9,14,3,1.9,26.21,386,421,407,10117.06,11034.41,10667.47,26.21,2023-12-01,2023,707.67,30.6,373.0,113.0,31.0,7.0,3.3008849557522124,93.0,49.0,183.47
P081,Product 081,202401,0.0,34.0,0.9,14,3,1.9,26.21,386,421,407,10117.06,11034.41,10667.47,26.21,2024-01-01,2024,891.14,0.0,392.0,103.0,33.0,-34.0,3.805825242718447,99.0,52.0,-891.14
P081,Product 081,202402,190.0,32.0,0.9,14,3,1.9,26.21,386,421,407,10117.06,11034.41,10667.47,26.21,2024-02-01,2024,838.72,171.0,392.0,103.0,33.0,158.0,3.805825242718447,99.0,52.0,4141.18
P081,Product 081,202403,158.0,32.0,0.9,14,3,1.9,26.21,386,421,407,10117.06,11034.41,10667.47,26.21,2024-03-01,2024,838.72,142.2,392.0,103.0,33.0,126.0,3.805825242718447,99.0,52.0,3302.46
P081,Product 081,202404,127.0,31.0,0.9,14,3,1.9,26.21,386,421,407,10117.06,11034.41,10667.47,26.21,2024-04-01,2024,812.51,114.3,392.0,103.0,33.0,96.0,3.805825242718447,99.0,52.0,2516.16
P081,Product 081,202405,97.0,30.0,0.9,14,3,1.9,26.21,386,421,407,10117.06,11034.41,10667.47,26.21,2024-05-01,2024,786.3,87.3,392.0,103.0,33.0,67.0,3.805825242718447,99.0,52.0,1756.0700000000002
P081,Product 081,202406,65.0,32.0,0.9,14,3,1.9,26.21,386,421,407,10117.06,11034.41,10667.47,26.21,2024-06-01,2024,838.72,58.5,392.0,103.0,33.0,33.0,3.805825242718447,99.0,52.0,864.9300000000001
P081,Product 081,202407,36.0,29.0,0.9,14,3,1.9,26.21,386,421,407,10117.06,11034.41,10667.47,26.21,2024-07-01,2024,760.09,32.4,392.0,103.0,33.0,7.0,3.805825242718447,99.0,52.0,183.47
P081,Product 081,202408,2.0,34.0,0.9,14,3,1.9,26.21,386,421,407,10117.06,11034.41,10667.47,26.21,2024-08-01,2024,891.14,1.8,392.0,103.0,33.0,-32.0,3.805825242718447,99.0,52.0,-838.72
P081,Product 081,202409,194.0,33.0,0.9,14,3,1.9,26.21,386,421,407,10117.06,11034.41,10667.47,26.21,2024-09-01,2024,864.93,174.6,392.0,103.0,33.0,161.0,3.805825242718447,99.0,52.0,4219.81
P081,Product 081,202410,153.0,41.0,0.9,14,3,1.9,26.21,386,421,407,10117.06,11034.41,10667.47,26.21,2024-10-01,2024,1074.61,137.7,392.0,103.0,33.0,112.0,3.805825242718447,99.0,52.0,2935.52
P081,Product 081,202411,127.0,26.0,0.9,14,3,1.9,26.21,386,421,407,10117.06,11034.41,10667.47,26.21,2024-11-01,2024,681.46,114.3,392.0,103.0,33.0,101.0,3.805825242718447,99.0,52.0,2647.21
P081,Product 081,202412,89.0,38.0,0.9,14,3,1.9,26.21,386,421,407,10117.06,11034.41,10667.47,26.21,2024-12-01,2024,995.98,80.1,392.0,103.0,33.0,51.0,3.805825242718447,99.0,52.0,1336.71
P082,Product 082,202301,817.0,142.0,1.24,11,3,1.5,49.01,2797,1879,2362,137080.97,92089.79,115761.62,49.01,2023-01-01,2023,6959.42,1013.08,2291.0,811.0,191.0,675.0,2.8249075215782984,573.0,382.0,33081.75
P082,Product 082,202302,646.0,171.0,1.24,11,3,1.5,49.01,2797,1879,2362,137080.97,92089.79,115761.62,49.01,2023-02-01,2023,8380.71,801.04,2291.0,811.0,191.0,475.0,2.8249075215782984,573.0,382.0,23279.75
P082,Product 082,202303,529.0,117.0,1.24,11,3,1.5,49.01,2797,1879,2362,137080.97,92089.79,115761.62,49.01,2023-03-01,2023,5734.17,655.96,2291.0,811.0,191.0,412.0,2.8249075215782984,573.0,382.0,20192.12
P082,Product 082,202304,430.0,99.0,1.24,11,3,1.5,49.01,2797,1879,2362,137080.97,92089.79,115761.62,49.01,2023-04-01,2023,4851.99,533.2,2291.0,811.0,191.0,331.0,2.8249075215782984,573.0,382.0,16222.31
P082,Product 082,202305,0.0,430.0,1.24,11,3,1.5,49.01,2797,1879,2362,137080.97,92089.79,115761.62,49.01,2023-05-01,2023,21074.3,0.0,2291.0,811.0,191.0,-430.0,2.8249075215782984,573.0,382.0,-21074.3
P082,Product 082,202306,1696.0,187.0,1.24,11,3,1.5,49.01,2797,1879,2362,137080.97,92089.79,115761.62,49.01,2023-06-01,2023,9164.87,2103.04,2291.0,811.0,191.0,1509.0,2.8249075215782984,573.0,382.0,73956.09
P082,Product 082,202307,1457.0,239.0,1.24,11,3,1.5,49.01,2797,1879,2362,137080.97,92089.79,115761.62,49.01,2023-07-01,2023,11713.39,1806.68,2291.0,811.0,191.0,1218.0,2.8249075215782984,573.0,382.0,59694.18
P082,Product 082,202308,1166.0,291.0,1.24,11,3,1.5,49.01,2797,1879,2362,137080.97,92089.79,115761.62,49.01,2023-08-01,2023,14261.91,1445.84,2291.0,811.0,191.0,875.0,2.8249075215782984,573.0,382.0,42883.75
P082,Product 082,202309,1006.0,160.0,1.24,11,3,1.5,49.01,2797,1879,2362,137080.97,92089.79,115761.62,49.01,2023-09-01,2023,7841.6,1247.44,2291.0,811.0,191.0,846.0,2.8249075215782984,573.0,382.0,41462.46
P082,Product 082,202310,846.0,160.0,1.24,11,3,1.5,49.01,2797,1879,2362,137080.97,92089.79,115761.62,49.01,2023-10-01,2023,7841.6,1049.04,2291.0,811.0,191.0,686.0,2.8249075215782984,573.0,382.0,33620.86
P082,Product 082,202311,587.0,259.0,1.24,11,3,1.5,49.01,2797,1879,2362,137080.97,92089.79,115761.62,49.01,2023-11-01,2023,12693.59,727.88,2291.0,811.0,191.0,328.0,2.8249075215782984,573.0,382.0,16075.28
P082,Product 082,202312,551.0,36.0,1.24,11,3,1.5,49.01,2797,1879,2362,137080.97,92089.79,115761.62,49.01,2023-12-01,2023,1764.36,683.24,2291.0,811.0,191.0,515.0,2.8249075215782984,573.0,382.0,25240.15
P082,Product 082,202401,388.0,163.0,1.24,11,3,1.5,49.01,2797,1879,2362,137080.97,92089.79,115761.62,49.01,2024-01-01,2024,7988.63,481.12,1824.0,334.0,152.0,225.0,5.461077844311378,456.0,304.0,11027.25
P082,Product 082,202402,298.0,90.0,1.24,11,3,1.5,49.01,2797,1879,2362,137080.97,92089.79,115761.62,49.01,2024-02-01,2024,4410.9,369.52,1824.0,334.0,152.0,208.0,5.461077844311378,456.0,304.0,10194.08
P082,Product 082,202403,160.0,138.0,1.24,11,3,1.5,49.01,2797,1879,2362,137080.97,92089.79,115761.62,49.01,2024-03-01,2024,6763.38,198.4,1824.0,334.0,152.0,22.0,5.461077844311378,456.0,304.0,1078.22
P082,Product 082,202404,136.0,24.0,1.24,11,3,1.5,49.01,2797,1879,2362,137080.97,92089.79,115761.62,49.01,2024-04-01,2024,1176.24,168.64,1824.0,334.0,152.0,112.0,5.461077844311378,456.0,304.0,5489.12
P082,Product 082,202405,76.0,60.0,1.24,11,3,1.5,49.01,2797,1879,2362,137080.97,92089.79,115761.62,49.01,2024-05-01,2024,2940.6,94.24,1824.0,334.0,152.0,16.0,5.461077844311378,456.0,304.0,784.16
P082,Product 082,202406,430.0,243.0,1.24,11,3,1.5,49.01,2797,1879,2362,137080.97,92089.79,115761.62,49.01,2024-06-01,2024,11909.43,533.2,1824.0,334.0,152.0,187.0,5.461077844311378,456.0,304.0,9164.87
P082,Product 082,202407,386.0,44.0,1.24,11,3,1.5,49.01,2797,1879,2362,137080.97,92089.79,115761.62,49.01,2024-07-01,2024,2156.44,478.64,1824.0,334.0,152.0,342.0,5.461077844311378,456.0,304.0,16761.42
P082,Product 082,202408,120.0,266.0,1.24,11,3,1.5,49.01,2797,1879,2362,137080.97,92089.79,115761.62,49.01,2024-08-01,2024,13036.66,148.8,1824.0,334.0,152.0,-146.0,5.461077844311378,456.0,304.0,-7155.46
P082,Product 082,202409,21.0,99.0,1.24,11,3,1.5,49.01,2797,1879,2362,137080.97,92089.79,115761.62,49.01,2024-09-01,2024,4851.99,26.04,1824.0,334.0,152.0,-78.0,5.461077844311378,456.0,304.0,-3822.78
P082,Product 082,202410,898.0,218.0,1.24,11,3,1.5,49.01,2797,1879,2362,137080.97,92089.79,115761.62,49.01,2024-10-01,2024,10684.18,1113.52,1824.0,334.0,152.0,680.0,5.461077844311378,456.0,304.0,33326.8
P082,Product 082,202411,682.0,216.0,1.24,11,3,1.5,49.01,2797,1879,2362,137080.97,92089.79,115761.62,49.01,2024-11-01,2024,10586.16,845.68,1824.0,334.0,152.0,466.0,5.461077844311378,456.0,304.0,22838.66
P082,Product 082,202412,419.0,263.0,1.24,11,3,1.5,49.01,2797,1879,2362,137080.97,92089.79,115761.62,49.01,2024-12-01,2024,12889.63,519.56,1824.0,334.0,152.0,156.0,5.461077844311378,456.0,304.0,7645.559999999999
P083,Product 083,202301,578.0,90.0,1.19,11,3,1.9,65.91,1121,1141,1375,73885.11,75203.31,90626.25,65.91,2023-01-01,2023,5931.9,687.82,1335.0,401.0,111.0,488.0,3.3291770573566084,333.0,175.0,32164.08
P083,Product 083,202302,458.0,120.0,1.19,11,3,1.9,65.91,1121,1141,1375,73885.11,75203.31,90626.25,65.91,2023-02-01,2023,7909.2,545.02,1335.0,401.0,111.0,338.0,3.3291770573566084,333.0,175.0,22277.58
P083,Product 083,202303,377.0,81.0,1.19,11,3,1.9,65.91,1121,1141,1375,73885.11,75203.31,90626.25,65.91,2023-03-01,2023,5338.71,448.63,1335.0,401.0,111.0,296.0,3.3291770573566084,333.0,175.0,19509.36
P083,Product 083,202304,291.0,86.0,1.19,11,3,1.9,65.91,1121,1141,1375,73885.11,75203.31,90626.25,65.91,2023-04-01,2023,5668.26,346.29,1335.0,401.0,111.0,205.0,3.3291770573566084,333.0,175.0,13511.55
P083,Product 083,202305,172.0,119.0,1.19,11,3,1.9,65.91,1121,1141,1375,73885.11,75203.31,90626.25,65.91,2023-05-01,2023,7843.29,204.68,1335.0,401.0,111.0,53.0,3.3291770573566084,333.0,175.0,3493.23
P083,Product 083,202306,56.0,116.0,1.19,11,3,1.9,65.91,1121,1141,1375,73885.11,75203.31,90626.25,65.91,2023-06-01,2023,7645.56,66.64,1335.0,401.0,111.0,-60.0,3.3291770573566084,333.0,175.0,-3954.6
P083,Product 083,202307,798.0,117.0,1.19,11,3,1.9,65.91,1121,1141,1375,73885.11,75203.31,90626.25,65.91,2023-07-01,2023,7711.47,949.62,1335.0,401.0,111.0,681.0,3.3291770573566084,333.0,175.0,44884.71
P083,Product 083,202308,652.0,146.0,1.19,11,3,1.9,65.91,1121,1141,1375,73885.11,75203.31,90626.25,65.91,2023-08-01,2023,9622.86,775.88,1335.0,401.0,111.0,506.0,3.3291770573566084,333.0,175.0,33350.46
P083,Product 083,202309,529.0,123.0,1.19,11,3,1.9,65.91,1121,1141,1375,73885.11,75203.31,90626.25,65.91,2023-09-01,2023,8106.93,629.51,1335.0,401.0,111.0,406.0,3.3291770573566084,333.0,175.0,26759.46
P083,Product 083,202310,407.0,122.0,1.19,11,3,1.9,65.91,1121,1141,1375,73885.11,75203.31,90626.25,65.91,2023-10-01,2023,8041.02,484.33,1335.0,401.0,111.0,285.0,3.3291770573566084,333.0,175.0,18784.35
P083,Product 083,202311,303.0,104.0,1.19,11,3,1.9,65.91,1121,1141,1375,73885.11,75203.31,90626.25,65.91,2023-11-01,2023,6854.64,360.57,1335.0,401.0,111.0,199.0,3.3291770573566084,333.0,175.0,13116.09
P083,Product 083,202312,192.0,111.0,1.19,11,3,1.9,65.91,1121,1141,1375,73885.11,75203.31,90626.25,65.91,2023-12-01,2023,7316.01,228.48,1335.0,401.0,111.0,81.0,3.3291770573566084,333.0,175.0,5338.71
P083,Product 083,202401,96.0,96.0,1.19,11,3,1.9,65.91,1121,1141,1375,73885.11,75203.31,90626.25,65.91,2024-01-01,2024,6327.36,114.24,1373.0,624.0,114.0,0.0,2.2003205128205128,342.0,180.0,0.0
P083,Product 083,202402,836.0,92.0,1.19,11,3,1.9,65.91,1121,1141,1375,73885.11,75203.31,90626.25,65.91,2024-02-01,2024,6063.72,994.84,1373.0,624.0,114.0,744.0,2.2003205128205128,342.0,180.0,49037.04
P083,Product 083,202403,737.0,99.0,1.19,11,3,1.9,65.91,1121,1141,1375,73885.11,75203.31,90626.25,65.91,2024-03-01,2024,6525.09,877.03,1373.0,624.0,114.0,638.0,2.2003205128205128,342.0,180.0,42050.58
P083,Product 083,202404,649.0,88.0,1.19,11,3,1.9,65.91,1121,1141,1375,73885.11,75203.31,90626.25,65.91,2024-04-01,2024,5800.08,772.31,1373.0,624.0,114.0,561.0,2.2003205128205128,342.0,180.0,36975.51
P083,Product 083,202405,520.0,129.0,1.19,11,3,1.9,65.91,1121,1141,1375,73885.11,75203.31,90626.25,65.91,2024-05-01,2024,8502.39,618.8,1373.0,624.0,114.0,391.0,2.2003205128205128,342.0,180.0,25770.81
P083,Product 083,202406,404.0,116.0,1.19,11,3,1.9,65.91,1121,1141,1375,73885.11,75203.31,90626.25,65.91,2024-06-01,2024,7645.56,480.76,1373.0,624.0,114.0,288.0,2.2003205128205128,342.0,180.0,18982.08
P083,Product 083,202407,256.0,148.0,1.19,11,3,1.9,65.91,1121,1141,1375,73885.11,75203.31,90626.25,65.91,2024-07-01,2024,9754.68,304.64,1373.0,624.0,114.0,108.0,2.2003205128205128,342.0,180.0,7118.28
P083,Product 083,202408,82.0,174.0,1.19,11,3,1.9,65.91,1121,1141,1375,73885.11,75203.31,90626.25,65.91,2024-08-01,2024,11468.34,97.58,1373.0,624.0,114.0,-92.0,2.2003205128205128,342.0,180.0,-6063.719999999999
P083,Product 083,202409,1142.0,110.0,1.19,11,3,1.9,65.91,1121,1141,1375,73885.11,75203.31,90626.25,65.91,2024-09-01,2024,7250.1,1358.98,1373.0,624.0,114.0,1032.0,2.2003205128205128,342.0,180.0,68019.12
P083,Product 083,202410,1025.0,117.0,1.19,11,3,1.9,65.91,1121,1141,1375,73885.11,75203.31,90626.25,65.91,2024-10-01,2024,7711.47,1219.75,1373.0,624.0,114.0,908.0,2.2003205128205128,342.0,180.0,59846.28
P083,Product 083,202411,921.0,104.0,1.19,11,3,1.9,65.91,1121,1141,1375,73885.11,75203.31,90626.25,65.91,2024-11-01,2024,6854.64,1095.99,1373.0,624.0,114.0,817.0,2.2003205128205128,342.0,180.0,53848.47
P083,Product 083,202412,821.0,100.0,1.19,11,3,1.9,65.91,1121,1141,1375,73885.11,75203.31,90626.25,65.91,2024-12-01,2024,6591.0,976.99,1373.0,624.0,114.0,721.0,2.2003205128205128,342.0,180.0,47521.11
P084,Product 084,202301,733.0,340.0,0.2,13,1,1.4,10.08,2951,3150,2761,29746.08,31752.0,27830.88,10.08,2023-01-01,2023,3427.2,146.6,2798.0,612.0,233.0,393.0,4.571895424836601,233.0,166.0,3961.44
P084,Product 084,202302,649.0,84.0,0.2,13,1,1.4,10.08,2951,3150,2761,29746.08,31752.0,27830.88,10.08,2023-02-01,2023,846.72,129.8,2798.0,612.0,233.0,565.0,4.571895424836601,233.0,166.0,5695.2
P084,Product 084,202303,427.0,222.0,0.2,13,1,1.4,10.08,2951,3150,2761,29746.08,31752.0,27830.88,10.08,2023-03-01,2023,2237.76,85.4,2798.0,612.0,233.0,205.0,4.571895424836601,233.0,166.0,2066.4
P084,Product 084,202304,328.0,99.0,0.2,13,1,1.4,10.08,2951,3150,2761,29746.08,31752.0,27830.88,10.08,2023-04-01,2023,997.92,65.6,2798.0,612.0,233.0,229.0,4.571895424836601,233.0,166.0,2308.32
P084,Product 084,202305,188.0,140.0,0.2,13,1,1.4,10.08,2951,3150,2761,29746.08,31752.0,27830.88,10.08,2023-05-01,2023,1411.2,37.6,2798.0,612.0,233.0,48.0,4.571895424836601,233.0,166.0,483.84
P084,Product 084,202306,0.0,188.0,0.2,13,1,1.4,10.08,2951,3150,2761,29746.08,31752.0,27830.88,10.08,2023-06-01,2023,1895.04,0.0,2798.0,612.0,233.0,-188.0,4.571895424836601,233.0,166.0,-1895.04
P084,Product 084,202307,907.0,305.0,0.2,13,1,1.4,10.08,2951,3150,2761,29746.08,31752.0,27830.88,10.08,2023-07-01,2023,3074.4,181.4,2798.0,612.0,233.0,602.0,4.571895424836601,233.0,166.0,6068.16
P084,Product 084,202308,785.0,122.0,0.2,13,1,1.4,10.08,2951,3150,2761,29746.08,31752.0,27830.88,10.08,2023-08-01,2023,1229.76,157.0,2798.0,612.0,233.0,663.0,4.571895424836601,233.0,166.0,6683.04
P084,Product 084,202309,227.0,558.0,0.2,13,1,1.4,10.08,2951,3150,2761,29746.08,31752.0,27830.88,10.08,2023-09-01,2023,5624.64,45.4,2798.0,612.0,233.0,-331.0,4.571895424836601,233.0,166.0,-3336.48
P084,Product 084,202310,0.0,227.0,0.2,13,1,1.4,10.08,2951,3150,2761,29746.08,31752.0,27830.88,10.08,2023-10-01,2023,2288.16,0.0,2798.0,612.0,233.0,-227.0,4.571895424836601,233.0,166.0,-2288.16
P084,Product 084,202311,1690.0,230.0,0.2,13,1,1.4,10.08,2951,3150,2761,29746.08,31752.0,27830.88,10.08,2023-11-01,2023,2318.4,338.0,2798.0,612.0,233.0,1460.0,4.571895424836601,233.0,166.0,14716.8
P084,Product 084,202312,1407.0,283.0,0.2,13,1,1.4,10.08,2951,3150,2761,29746.08,31752.0,27830.88,10.08,2023-12-01,2023,2852.64,281.4,2798.0,612.0,233.0,1124.0,4.571895424836601,233.0,166.0,11329.92
P084,Product 084,202401,1278.0,129.0,0.2,13,1,1.4,10.08,2951,3150,2761,29746.08,31752.0,27830.88,10.08,2024-01-01,2024,1300.32,255.6,2947.0,769.0,246.0,1149.0,3.832249674902471,246.0,176.0,11581.92
P084,Product 084,202402,1086.0,192.0,0.2,13,1,1.4,10.08,2951,3150,2761,29746.08,31752.0,27830.88,10.08,2024-02-01,2024,1935.36,217.2,2947.0,769.0,246.0,894.0,3.832249674902471,246.0,176.0,9011.52
P084,Product 084,202403,942.0,144.0,0.2,13,1,1.4,10.08,2951,3150,2761,29746.08,31752.0,27830.88,10.08,2024-03-01,2024,1451.52,188.4,2947.0,769.0,246.0,798.0,3.832249674902471,246.0,176.0,8043.84
P084,Product 084,202404,626.0,316.0,0.2,13,1,1.4,10.08,2951,3150,2761,29746.08,31752.0,27830.88,10.08,2024-04-01,2024,3185.28,125.2,2947.0,769.0,246.0,310.0,3.832249674902471,246.0,176.0,3124.8
P084,Product 084,202405,378.0,248.0,0.2,13,1,1.4,10.08,2951,3150,2761,29746.08,31752.0,27830.88,10.08,2024-05-01,2024,2499.84,75.6,2947.0,769.0,246.0,130.0,3.832249674902471,246.0,176.0,1310.4
P084,Product 084,202406,78.0,300.0,0.2,13,1,1.4,10.08,2951,3150,2761,29746.08,31752.0,27830.88,10.08,2024-06-01,2024,3024.0,15.6,2947.0,769.0,246.0,-222.0,3.832249674902471,246.0,176.0,-2237.76
P084,Product 084,202407,1661.0,148.0,0.2,13,1,1.4,10.08,2951,3150,2761,29746.08,31752.0,27830.88,10.08,2024-07-01,2024,1491.84,332.2,2947.0,769.0,246.0,1513.0,3.832249674902471,246.0,176.0,15251.04
P084,Product 084,202408,1106.0,555.0,0.2,13,1,1.4,10.08,2951,3150,2761,29746.08,31752.0,27830.88,10.08,2024-08-01,2024,5594.4,221.2,2947.0,769.0,246.0,551.0,3.832249674902471,246.0,176.0,5554.08
