productid,product_name,year_month,inventory_level,sales_units,storage_cost_pln_per_unit_month,shelf_life_months,lead_time_months,safety_stock_months,price_pln_per_unit,plan_2023_units,plan_2024_units,plan_2025_units,plan_2023_pln,plan_2024_pln,plan_2025_pln,price_pln_per_unit_plan,date,year,year_month_numeric,monthly_revenue,inventory_carrying_cost,annual_sales,average_inventory,average_monthly_demand,excess_inventory,inventory_turnover,lead_time_demand,reorder_point,expiration_risk
P038,Product 038,202404,1049.0,98.0,0.94,13,3,0.7,27.06,1317,1581,1985,35638.02,42781.86,53714.1,27.06,2024-04-01,2024,202404,2651.88,986.06,1370.0,429.0,114.0,951.0,3.1934731934731935,342.0,489.0,25734.059999999998
P038,Product 038,202405,966.0,83.0,0.94,13,3,0.7,27.06,1317,1581,1985,35638.02,42781.86,53714.1,27.06,2024-05-01,2024,202405,2245.98,908.04,1350.0,473.0,112.0,883.0,2.854122621564482,336.0,480.0,23893.98
P038,Product 038,202406,512.0,454.0,0.94,13,3,0.7,27.06,1317,1581,1985,35638.02,42781.86,53714.1,27.06,2024-06-01,2024,202406,12285.24,481.28,1711.0,487.0,143.0,58.0,3.513347022587269,429.0,613.0,1569.48
P038,Product 038,202407,462.0,50.0,0.94,13,3,0.7,27.06,1317,1581,1985,35638.02,42781.86,53714.1,27.06,2024-07-01,2024,202407,1353.0,434.28,1650.0,506.0,138.0,412.0,3.260869565217391,414.0,591.0,11148.72
P038,Product 038,202408,352.0,110.0,0.94,13,3,0.7,27.06,1317,1581,1985,35638.02,42781.86,53714.1,27.06,2024-08-01,2024,202408,2976.6,330.88,1722.0,520.0,144.0,242.0,3.3115384615384613,432.0,617.0,6548.5199999999995
P038,Product 038,202409,242.0,110.0,0.94,13,3,0.7,27.06,1317,1581,1985,35638.02,42781.86,53714.1,27.06,2024-09-01,2024,202409,2976.6,227.48,1690.0,535.0,141.0,132.0,3.1588785046728973,423.0,604.0,3571.9199999999996
P038,Product 038,202410,183.0,59.0,0.94,13,3,0.7,27.06,1317,1581,1985,35638.02,42781.86,53714.1,27.06,2024-10-01,2024,202410,1596.54,172.02,1685.0,503.0,140.0,124.0,3.349900596421471,420.0,600.0,3355.44
P038,Product 038,202411,83.0,100.0,0.94,13,3,0.7,27.06,1317,1581,1985,35638.02,42781.86,53714.1,27.06,2024-11-01,2024,202411,2706.0,78.02,1691.0,470.0,141.0,-17.0,3.597872340425532,423.0,604.0,-460.02
P038,Product 038,202412,0.0,83.0,0.94,13,3,0.7,27.06,1317,1581,1985,35638.02,42781.86,53714.1,27.06,2024-12-01,2024,202412,2245.98,0.0,1708.0,435.0,142.0,-83.0,3.9264367816091954,426.0,609.0,-2245.98
P038,Product 038,202501,230.0,434.0,0.94,13,3,0.7,27.06,1317,1581,1985,35638.02,42781.86,53714.1,27.06,2025-01-01,2025,202501,11744.04,216.2,1954.0,436.0,163.0,-204.0,4.481651376146789,489.0,699.0,-5520.24
P038,Product 038,202502,0.0,230.0,0.94,13,3,0.7,27.06,1317,1581,1985,35638.02,42781.86,53714.1,27.06,2025-02-01,2025,202502,6223.8,0.0,1958.0,436.0,163.0,-230.0,4.490825688073395,489.0,699.0,-6223.799999999999
P038,Product 038,202503,1621.0,137.0,0.94,13,3,0.7,27.06,1317,1581,1985,35638.02,42781.86,53714.1,27.06,2025-03-01,2025,202503,3707.22,1523.74,1948.0,475.0,162.0,1484.0,4.1010526315789475,486.0,694.0,40157.04
P038,Product 038,202504,1390.0,231.0,0.94,13,3,0.7,27.06,1317,1581,1985,35638.02,42781.86,53714.1,27.06,2025-04-01,2025,202504,6250.86,1306.6,2081.0,503.0,173.0,1159.0,4.137176938369781,519.0,741.0,31362.539999999997
P038,Product 038,202505,1343.0,47.0,0.94,13,3,0.7,27.06,1317,1581,1985,35638.02,42781.86,53714.1,27.06,2025-05-01,2025,202505,1271.82,1262.42,2045.0,535.0,170.0,1296.0,3.822429906542056,510.0,729.0,35069.759999999995
P038,Product 038,202506,1286.0,57.0,0.94,13,3,0.7,27.06,1317,1581,1985,35638.02,42781.86,53714.1,27.06,2025-06-01,2025,202506,1542.42,1208.84,1648.0,599.0,137.0,1229.0,2.7512520868113524,411.0,587.0,33256.74
P038,Product 038,202507,1165.0,121.0,0.94,13,3,0.7,27.06,1317,1581,1985,35638.02,42781.86,53714.1,27.06,2025-07-01,2025,202507,3274.26,1095.1,1719.0,658.0,143.0,1044.0,2.6124620060790273,429.0,613.0,28250.64
P038,Product 038,202508,1101.0,64.0,0.94,13,3,0.7,27.06,1317,1581,1985,35638.02,42781.86,53714.1,27.06,2025-08-01,2025,202508,1731.84,1034.94,1673.0,720.0,139.0,1037.0,2.323611111111111,417.0,596.0,28061.219999999998
P038,Product 038,202509,1032.0,69.0,0.94,13,3,0.7,27.06,1317,1581,1985,35638.02,42781.86,53714.1,27.06,2025-09-01,2025,202509,1867.14,970.08,1632.0,786.0,136.0,963.0,2.0763358778625953,408.0,583.0,26058.78
P038,Product 038,202510,930.0,102.0,0.94,13,3,0.7,27.06,1317,1581,1985,35638.02,42781.86,53714.1,27.06,2025-10-01,2025,202510,2760.12,874.2,1675.0,848.0,140.0,828.0,1.9752358490566038,420.0,600.0,22405.68
P038,Product 038,202511,675.0,255.0,0.94,13,3,0.7,27.06,1317,1581,1985,35638.02,42781.86,53714.1,27.06,2025-11-01,2025,202511,6900.3,634.5,1830.0,898.0,152.0,420.0,2.0378619153674835,456.0,651.0,11365.199999999999
P038,Product 038,202512,500.0,175.0,0.94,13,3,0.7,27.06,1317,1581,1985,35638.02,42781.86,53714.1,27.06,2025-12-01,2025,202512,4735.5,470.0,1922.0,939.0,160.0,325.0,2.0468583599574015,480.0,686.0,8794.5
P039,Product 039,202301,740.0,174.0,0.58,14,1,1.8,31.81,1526,1499,1662,48542.06,47683.19,52868.22,31.81,2023-01-01,2023,202301,5534.94,429.2,,,,566.0,,,,18004.46
P039,Product 039,202302,559.0,181.0,0.58,14,1,1.8,31.81,1526,1499,1662,48542.06,47683.19,52868.22,31.81,2023-02-01,2023,202302,5757.61,324.22,,,,378.0,,,,12024.18
P039,Product 039,202303,415.0,144.0,0.58,14,1,1.8,31.81,1526,1499,1662,48542.06,47683.19,52868.22,31.81,2023-03-01,2023,202303,4580.64,240.7,,,,271.0,,,,8620.51
P039,Product 039,202304,314.0,101.0,0.58,14,1,1.8,31.81,1526,1499,1662,48542.06,47683.19,52868.22,31.81,2023-04-01,2023,202304,3212.81,182.12,,,,213.0,,,,6775.53
P039,Product 039,202305,178.0,136.0,0.58,14,1,1.8,31.81,1526,1499,1662,48542.06,47683.19,52868.22,31.81,2023-05-01,2023,202305,4326.16,103.24,,,,42.0,,,,1336.02
P039,Product 039,202306,49.0,129.0,0.58,14,1,1.8,31.81,1526,1499,1662,48542.06,47683.19,52868.22,31.81,2023-06-01,2023,202306,4103.49,28.42,,,,-80.0,,,,-2544.7999999999997
P039,Product 039,202307,885.0,145.0,0.58,14,1,1.8,31.81,1526,1499,1662,48542.06,47683.19,52868.22,31.81,2023-07-01,2023,202307,4612.45,513.3,,,,740.0,,,,23539.399999999998
P039,Product 039,202308,774.0,111.0,0.58,14,1,1.8,31.81,1526,1499,1662,48542.06,47683.19,52868.22,31.81,2023-08-01,2023,202308,3530.91,448.92,,,,663.0,,,,21090.03
P039,Product 039,202309,691.0,83.0,0.58,14,1,1.8,31.81,1526,1499,1662,48542.06,47683.19,52868.22,31.81,2023-09-01,2023,202309,2640.23,400.78,,,,608.0,,,,19340.48
P039,Product 039,202310,575.0,116.0,0.58,14,1,1.8,31.81,1526,1499,1662,48542.06,47683.19,52868.22,31.81,2023-10-01,2023,202310,3689.96,333.5,,,,459.0,,,,14600.789999999999
P039,Product 039,202311,441.0,134.0,0.58,14,1,1.8,31.81,1526,1499,1662,48542.06,47683.19,52868.22,31.81,2023-11-01,2023,202311,4262.54,255.78,,,,307.0,,,,9765.67
P039,Product 039,202312,344.0,97.0,0.58,14,1,1.8,31.81,1526,1499,1662,48542.06,47683.19,52868.22,31.81,2023-12-01,2023,202312,3085.57,199.52,1551.0,497.0,129.0,247.0,3.1207243460764587,129.0,72.0,7857.07
P039,Product 039,202401,166.0,178.0,0.58,14,1,1.8,31.81,1526,1499,1662,48542.06,47683.19,52868.22,31.81,2024-01-01,2024,202401,5662.18,96.28,1555.0,449.0,130.0,-12.0,3.4632516703786194,130.0,72.0,-381.71999999999997
P039,Product 039,202402,41.0,125.0,0.58,14,1,1.8,31.81,1526,1499,1662,48542.06,47683.19,52868.22,31.81,2024-02-01,2024,202402,3976.25,23.78,1499.0,406.0,125.0,-84.0,3.6921182266009853,125.0,69.0,-2672.04
P039,Product 039,202403,978.0,131.0,0.58,14,1,1.8,31.81,1526,1499,1662,48542.06,47683.19,52868.22,31.81,2024-03-01,2024,202403,4167.11,567.24,1486.0,453.0,124.0,847.0,3.280353200883002,124.0,69.0,26943.07
P039,Product 039,202404,861.0,117.0,0.58,14,1,1.8,31.81,1526,1499,1662,48542.06,47683.19,52868.22,31.81,2024-04-01,2024,202404,3721.77,499.38,1502.0,499.0,125.0,744.0,3.0100200400801604,125.0,69.0,23666.64
P039,Product 039,202405,744.0,117.0,0.58,14,1,1.8,31.81,1526,1499,1662,48542.06,47683.19,52868.22,31.81,2024-05-01,2024,202405,3721.77,431.52,1483.0,546.0,124.0,627.0,2.7161172161172162,124.0,69.0,19944.87
P039,Product 039,202406,662.0,82.0,0.58,14,1,1.8,31.81,1526,1499,1662,48542.06,47683.19,52868.22,31.81,2024-06-01,2024,202406,2608.42,383.96,1436.0,597.0,120.0,580.0,2.40536013400335,120.0,67.0,18449.8
P039,Product 039,202407,538.0,124.0,0.58,14,1,1.8,31.81,1526,1499,1662,48542.06,47683.19,52868.22,31.81,2024-07-01,2024,202407,3944.44,312.04,1415.0,568.0,118.0,414.0,2.4911971830985915,118.0,66.0,13169.34
P039,Product 039,202408,443.0,95.0,0.58,14,1,1.8,31.81,1526,1499,1662,48542.06,47683.19,52868.22,31.81,2024-08-01,2024,202408,3021.95,256.94,1399.0,540.0,117.0,348.0,2.5907407407407406,117.0,65.0,11069.88
P039,Product 039,202409,343.0,100.0,0.58,14,1,1.8,31.81,1526,1499,1662,48542.06,47683.19,52868.22,31.81,2024-09-01,2024,202409,3181.0,198.94,1416.0,511.0,118.0,243.0,2.771037181996086,118.0,66.0,7729.83
P039,Product 039,202410,213.0,130.0,0.58,14,1,1.8,31.81,1526,1499,1662,48542.06,47683.19,52868.22,31.81,2024-10-01,2024,202410,4135.3,123.54,1430.0,481.0,119.0,83.0,2.972972972972973,119.0,66.0,2640.23
P039,Product 039,202411,76.0,137.0,0.58,14,1,1.8,31.81,1526,1499,1662,48542.06,47683.19,52868.22,31.81,2024-11-01,2024,202411,4357.97,44.08,1433.0,451.0,119.0,-61.0,3.1773835920177382,119.0,66.0,-1940.4099999999999
P039,Product 039,202412,941.0,121.0,0.58,14,1,1.8,31.81,1526,1499,1662,48542.06,47683.19,52868.22,31.81,2024-12-01,2024,202412,3849.01,545.78,1457.0,500.0,121.0,820.0,2.914,121.0,67.0,26084.2
P039,Product 039,202501,802.0,139.0,0.58,14,1,1.8,31.81,1526,1499,1662,48542.06,47683.19,52868.22,31.81,2025-01-01,2025,202501,4421.59,465.16,1418.0,554.0,118.0,663.0,2.55956678700361,118.0,66.0,21090.03
P039,Product 039,202502,616.0,186.0,0.58,14,1,1.8,31.81,1526,1499,1662,48542.06,47683.19,52868.22,31.81,2025-02-01,2025,202502,5916.66,357.28,1479.0,601.0,123.0,430.0,2.4608985024958403,123.0,68.0,13678.3
P039,Product 039,202503,530.0,86.0,0.58,14,1,1.8,31.81,1526,1499,1662,48542.06,47683.19,52868.22,31.81,2025-03-01,2025,202503,2735.66,307.4,1434.0,564.0,120.0,444.0,2.5425531914893615,120.0,67.0,14123.64
P039,Product 039,202504,430.0,100.0,0.58,14,1,1.8,31.81,1526,1499,1662,48542.06,47683.19,52868.22,31.81,2025-04-01,2025,202504,3181.0,249.4,1417.0,528.0,118.0,330.0,2.683712121212121,118.0,66.0,10497.3
P039,Product 039,202505,336.0,94.0,0.58,14,1,1.8,31.81,1526,1499,1662,48542.06,47683.19,52868.22,31.81,2025-05-01,2025,202505,2990.14,194.88,1394.0,494.0,116.0,242.0,2.8218623481781377,116.0,64.0,7698.0199999999995
P039,Product 039,202506,192.0,144.0,0.58,14,1,1.8,31.81,1526,1499,1662,48542.06,47683.19,52868.22,31.81,2025-06-01,2025,202506,4580.64,111.36,1456.0,455.0,121.0,48.0,3.2,121.0,67.0,1526.8799999999999
P039,Product 039,202507,87.0,105.0,0.58,14,1,1.8,31.81,1526,1499,1662,48542.06,47683.19,52868.22,31.81,2025-07-01,2025,202507,3340.05,50.46,1437.0,417.0,120.0,-18.0,3.446043165467626,120.0,67.0,-572.5799999999999
P039,Product 039,202508,899.0,105.0,0.58,14,1,1.8,31.81,1526,1499,1662,48542.06,47683.19,52868.22,31.81,2025-08-01,2025,202508,3340.05,521.42,1447.0,455.0,121.0,794.0,3.18021978021978,121.0,67.0,25257.14
P039,Product 039,202509,769.0,130.0,0.58,14,1,1.8,31.81,1526,1499,1662,48542.06,47683.19,52868.22,31.81,2025-09-01,2025,202509,4135.3,446.02,1477.0,491.0,123.0,639.0,3.0081466395112018,123.0,68.0,20326.59
P039,Product 039,202510,683.0,86.0,0.58,14,1,1.8,31.81,1526,1499,1662,48542.06,47683.19,52868.22,31.81,2025-10-01,2025,202510,2735.66,396.14,1433.0,530.0,119.0,597.0,2.7037735849056603,119.0,66.0,18990.57
P039,Product 039,202511,523.0,160.0,0.58,14,1,1.8,31.81,1526,1499,1662,48542.06,47683.19,52868.22,31.81,2025-11-01,2025,202511,5089.6,303.34,1456.0,567.0,121.0,363.0,2.567901234567901,121.0,67.0,11547.029999999999
P039,Product 039,202512,358.0,165.0,0.58,14,1,1.8,31.81,1526,1499,1662,48542.06,47683.19,52868.22,31.81,2025-12-01,2025,202512,5248.65,207.64,1500.0,519.0,125.0,193.0,2.8901734104046244,125.0,69.0,6139.33
P040,Product 040,202301,248.0,62.0,0.6,14,2,1.1,20.59,964,770,763,19848.76,15854.3,15710.17,20.59,2023-01-01,2023,202301,1276.58,148.8,,,,186.0,,,,3829.74
P040,Product 040,202302,46.0,202.0,0.6,14,2,1.1,20.59,964,770,763,19848.76,15854.3,15710.17,20.59,2023-02-01,2023,202302,4159.18,27.6,,,,-156.0,,,,-3212.04
P040,Product 040,202303,358.0,33.0,0.6,14,2,1.1,20.59,964,770,763,19848.76,15854.3,15710.17,20.59,2023-03-01,2023,202303,679.47,214.8,,,,325.0,,,,6691.75
P040,Product 040,202304,306.0,52.0,0.6,14,2,1.1,20.59,964,770,763,19848.76,15854.3,15710.17,20.59,2023-04-01,2023,202304,1070.68,183.6,,,,254.0,,,,5229.86
P040,Product 040,202305,266.0,40.0,0.6,14,2,1.1,20.59,964,770,763,19848.76,15854.3,15710.17,20.59,2023-05-01,2023,202305,823.6,159.6,,,,226.0,,,,4653.34
P040,Product 040,202306,191.0,75.0,0.6,14,2,1.1,20.59,964,770,763,19848.76,15854.3,15710.17,20.59,2023-06-01,2023,202306,1544.25,114.6,,,,116.0,,,,2388.44
P040,Product 040,202307,133.0,58.0,0.6,14,2,1.1,20.59,964,770,763,19848.76,15854.3,15710.17,20.59,2023-07-01,2023,202307,1194.22,79.8,,,,75.0,,,,1544.25
P040,Product 040,202308,94.0,39.0,0.6,14,2,1.1,20.59,964,770,763,19848.76,15854.3,15710.17,20.59,2023-08-01,2023,202308,803.01,56.4,,,,55.0,,,,1132.45
P040,Product 040,202309,13.0,81.0,0.6,14,2,1.1,20.59,964,770,763,19848.76,15854.3,15710.17,20.59,2023-09-01,2023,202309,1667.79,7.8,,,,-68.0,,,,-1400.12
P040,Product 040,202310,243.0,188.0,0.6,14,2,1.1,20.59,964,770,763,19848.76,15854.3,15710.17,20.59,2023-10-01,2023,202310,3870.92,145.8,,,,55.0,,,,1132.45
P040,Product 040,202311,178.0,65.0,0.6,14,2,1.1,20.59,964,770,763,19848.76,15854.3,15710.17,20.59,2023-11-01,2023,202311,1338.35,106.8,,,,113.0,,,,2326.67
P040,Product 040,202312,140.0,38.0,0.6,14,2,1.1,20.59,964,770,763,19848.76,15854.3,15710.17,20.59,2023-12-01,2023,202312,782.42,84.0,933.0,185.0,78.0,102.0,5.043243243243243,156.0,142.0,2100.18
P040,Product 040,202401,118.0,22.0,0.6,14,2,1.1,20.59,964,770,763,19848.76,15854.3,15710.17,20.59,2024-01-01,2024,202401,452.98,70.8,893.0,174.0,74.0,96.0,5.132183908045977,148.0,135.0,1976.6399999999999
P040,Product 040,202402,78.0,40.0,0.6,14,2,1.1,20.59,964,770,763,19848.76,15854.3,15710.17,20.59,2024-02-01,2024,202402,823.6,46.8,731.0,176.0,61.0,38.0,4.153409090909091,122.0,111.0,782.42
P040,Product 040,202403,14.0,64.0,0.6,14,2,1.1,20.59,964,770,763,19848.76,15854.3,15710.17,20.59,2024-03-01,2024,202403,1317.76,8.4,762.0,148.0,64.0,-50.0,5.148648648648648,128.0,116.0,-1029.5
P040,Product 040,202404,246.0,65.0,0.6,14,2,1.1,20.59,964,770,763,19848.76,15854.3,15710.17,20.59,2024-04-01,2024,202404,1338.35,147.6,775.0,143.0,65.0,181.0,5.419580419580419,130.0,118.0,3726.79
P040,Product 040,202405,190.0,56.0,0.6,14,2,1.1,20.59,964,770,763,19848.76,15854.3,15710.17,20.59,2024-05-01,2024,202405,1153.04,114.0,791.0,136.0,66.0,134.0,5.8161764705882355,132.0,120.0,2759.06
P040,Product 040,202406,6.0,184.0,0.6,14,2,1.1,20.59,964,770,763,19848.76,15854.3,15710.17,20.59,2024-06-01,2024,202406,3788.56,3.6,900.0,121.0,75.0,-178.0,7.43801652892562,150.0,136.0,-3665.02
P040,Product 040,202407,670.0,51.0,0.6,14,2,1.1,20.59,964,770,763,19848.76,15854.3,15710.17,20.59,2024-07-01,2024,202407,1050.09,402.0,893.0,166.0,74.0,619.0,5.379518072289157,148.0,135.0,12745.21
P040,Product 040,202408,626.0,44.0,0.6,14,2,1.1,20.59,964,770,763,19848.76,15854.3,15710.17,20.59,2024-08-01,2024,202408,905.96,375.6,898.0,210.0,75.0,582.0,4.276190476190476,150.0,136.0,11983.38
P040,Product 040,202409,555.0,71.0,0.6,14,2,1.1,20.59,964,770,763,19848.76,15854.3,15710.17,20.59,2024-09-01,2024,202409,1461.89,333.0,888.0,255.0,74.0,484.0,3.4823529411764707,148.0,135.0,9965.56
P040,Product 040,202410,503.0,52.0,0.6,14,2,1.1,20.59,964,770,763,19848.76,15854.3,15710.17,20.59,2024-10-01,2024,202410,1070.68,301.8,752.0,277.0,63.0,451.0,2.7148014440433212,126.0,115.0,9286.09
P040,Product 040,202411,392.0,111.0,0.6,14,2,1.1,20.59,964,770,763,19848.76,15854.3,15710.17,20.59,2024-11-01,2024,202411,2285.49,235.2,798.0,295.0,66.0,281.0,2.705084745762712,132.0,120.0,5785.79
P040,Product 040,202412,339.0,53.0,0.6,14,2,1.1,20.59,964,770,763,19848.76,15854.3,15710.17,20.59,2024-12-01,2024,202412,1091.27,203.4,813.0,311.0,68.0,286.0,2.6141479099678455,136.0,124.0,5888.74
P040,Product 040,202501,116.0,223.0,0.6,14,2,1.1,20.59,964,770,763,19848.76,15854.3,15710.17,20.59,2025-01-01,2025,202501,4591.57,69.6,1014.0,311.0,84.0,-107.0,3.260450160771704,168.0,153.0,-2203.13
P040,Product 040,202502,0.0,116.0,0.6,14,2,1.1,20.59,964,770,763,19848.76,15854.3,15710.17,20.59,2025-02-01,2025,202502,2388.44,0.0,1090.0,305.0,91.0,-116.0,3.5737704918032787,182.0,165.0,-2388.44
P040,Product 040,202503,1034.0,80.0,0.6,14,2,1.1,20.59,964,770,763,19848.76,15854.3,15710.17,20.59,2025-03-01,2025,202503,1647.2,620.4,1106.0,390.0,92.0,954.0,2.835897435897436,184.0,167.0,19642.86
P040,Product 040,202504,966.0,68.0,0.6,14,2,1.1,20.59,964,770,763,19848.76,15854.3,15710.17,20.59,2025-04-01,2025,202504,1400.12,579.6,1109.0,450.0,92.0,898.0,2.4644444444444447,184.0,167.0,18489.82
P040,Product 040,202505,892.0,74.0,0.6,14,2,1.1,20.59,964,770,763,19848.76,15854.3,15710.17,20.59,2025-05-01,2025,202505,1523.66,535.2,1127.0,508.0,94.0,818.0,2.218503937007874,188.0,171.0,16842.62
P040,Product 040,202506,878.0,14.0,0.6,14,2,1.1,20.59,964,770,763,19848.76,15854.3,15710.17,20.59,2025-06-01,2025,202506,288.26,526.8,957.0,581.0,80.0,864.0,1.6471600688468158,160.0,145.0,17789.76
P040,Product 040,202507,804.0,74.0,0.6,14,2,1.1,20.59,964,770,763,19848.76,15854.3,15710.17,20.59,2025-07-01,2025,202507,1523.66,482.4,980.0,592.0,82.0,730.0,1.6554054054054055,164.0,149.0,15030.7
P040,Product 040,202508,747.0,57.0,0.6,14,2,1.1,20.59,964,770,763,19848.76,15854.3,15710.17,20.59,2025-08-01,2025,202508,1173.63,448.2,993.0,602.0,83.0,690.0,1.649501661129568,166.0,151.0,14207.1
P040,Product 040,202509,686.0,61.0,0.6,14,2,1.1,20.59,964,770,763,19848.76,15854.3,15710.17,20.59,2025-09-01,2025,202509,1255.99,411.6,983.0,613.0,82.0,625.0,1.6035889070146818,164.0,149.0,12868.75
P040,Product 040,202510,633.0,53.0,0.6,14,2,1.1,20.59,964,770,763,19848.76,15854.3,15710.17,20.59,2025-10-01,2025,202510,1091.27,379.8,984.0,624.0,82.0,580.0,1.5769230769230769,164.0,149.0,11942.2
P040,Product 040,202511,619.0,14.0,0.6,14,2,1.1,20.59,964,770,763,19848.76,15854.3,15710.17,20.59,2025-11-01,2025,202511,288.26,371.4,887.0,643.0,74.0,605.0,1.3794712286158632,148.0,135.0,12456.95
P040,Product 040,202512,567.0,52.0,0.6,14,2,1.1,20.59,964,770,763,19848.76,15854.3,15710.17,20.59,2025-12-01,2025,202512,1070.68,340.2,886.0,662.0,74.0,515.0,1.338368580060423,148.0,135.0,10603.85
P041,Product 041,202301,182.0,59.0,0.35,12,2,1.9,28.29,560,691,811,15842.4,19548.39,22943.19,28.29,2023-01-01,2023,202301,1669.11,63.7,,,,123.0,,,,3479.67
P041,Product 041,202302,142.0,40.0,0.35,12,2,1.9,28.29,560,691,811,15842.4,19548.39,22943.19,28.29,2023-02-01,2023,202302,1131.6,49.7,,,,102.0,,,,2885.58
P041,Product 041,202303,102.0,40.0,0.35,12,2,1.9,28.29,560,691,811,15842.4,19548.39,22943.19,28.29,2023-03-01,2023,202303,1131.6,35.7,,,,62.0,,,,1753.98
P041,Product 041,202304,47.0,55.0,0.35,12,2,1.9,28.29,560,691,811,15842.4,19548.39,22943.19,28.29,2023-04-01,2023,202304,1555.95,16.45,,,,-8.0,,,,-226.32
P041,Product 041,202305,217.0,57.0,0.35,12,2,1.9,28.29,560,691,811,15842.4,19548.39,22943.19,28.29,2023-05-01,2023,202305,1612.53,75.95,,,,160.0,,,,4526.4
P041,Product 041,202306,159.0,58.0,0.35,12,2,1.9,28.29,560,691,811,15842.4,19548.39,22943.19,28.29,2023-06-01,2023,202306,1640.82,55.65,,,,101.0,,,,2857.29
P041,Product 041,202307,102.0,57.0,0.35,12,2,1.9,28.29,560,691,811,15842.4,19548.39,22943.19,28.29,2023-07-01,2023,202307,1612.53,35.7,,,,45.0,,,,1273.05
P041,Product 041,202308,48.0,54.0,0.35,12,2,1.9,28.29,560,691,811,15842.4,19548.39,22943.19,28.29,2023-08-01,2023,202308,1527.66,16.8,,,,-6.0,,,,-169.74
P041,Product 041,202309,270.0,63.0,0.35,12,2,1.9,28.29,560,691,811,15842.4,19548.39,22943.19,28.29,2023-09-01,2023,202309,1782.27,94.5,,,,207.0,,,,5856.03
P041,Product 041,202310,205.0,65.0,0.35,12,2,1.9,28.29,560,691,811,15842.4,19548.39,22943.19,28.29,2023-10-01,2023,202310,1838.85,71.75,,,,140.0,,,,3960.6
P041,Product 041,202311,151.0,54.0,0.35,12,2,1.9,28.29,560,691,811,15842.4,19548.39,22943.19,28.29,2023-11-01,2023,202311,1527.66,52.85,,,,97.0,,,,2744.13
P041,Product 041,202312,87.0,64.0,0.35,12,2,1.9,28.29,560,691,811,15842.4,19548.39,22943.19,28.29,2023-12-01,2023,202312,1810.56,30.45,666.0,143.0,56.0,23.0,4.6573426573426575,112.0,59.0,650.67
P041,Product 041,202401,45.0,42.0,0.35,12,2,1.9,28.29,560,691,811,15842.4,19548.39,22943.19,28.29,2024-01-01,2024,202401,1188.18,15.75,649.0,131.0,54.0,3.0,4.9541984732824424,108.0,57.0,84.87
P041,Product 041,202402,253.0,62.0,0.35,12,2,1.9,28.29,560,691,811,15842.4,19548.39,22943.19,28.29,2024-02-01,2024,202402,1753.98,88.55,671.0,140.0,56.0,191.0,4.792857142857143,112.0,59.0,5403.389999999999
P041,Product 041,202403,205.0,48.0,0.35,12,2,1.9,28.29,560,691,811,15842.4,19548.39,22943.19,28.29,2024-03-01,2024,202403,1357.92,71.75,679.0,149.0,57.0,157.0,4.557046979865772,114.0,60.0,4441.53
P041,Product 041,202404,147.0,58.0,0.35,12,2,1.9,28.29,560,691,811,15842.4,19548.39,22943.19,28.29,2024-04-01,2024,202404,1640.82,51.45,682.0,157.0,57.0,89.0,4.343949044585988,114.0,60.0,2517.81
P041,Product 041,202405,95.0,52.0,0.35,12,2,1.9,28.29,560,691,811,15842.4,19548.39,22943.19,28.29,2024-05-01,2024,202405,1471.08,33.25,677.0,147.0,56.0,43.0,4.605442176870748,112.0,59.0,1216.47
P041,Product 041,202406,24.0,71.0,0.35,12,2,1.9,28.29,560,691,811,15842.4,19548.39,22943.19,28.29,2024-06-01,2024,202406,2008.59,8.4,690.0,136.0,58.0,-47.0,5.073529411764706,116.0,61.0,-1329.6299999999999
P041,Product 041,202407,244.0,84.0,0.35,12,2,1.9,28.29,560,691,811,15842.4,19548.39,22943.19,28.29,2024-07-01,2024,202407,2376.36,85.4,717.0,148.0,60.0,160.0,4.844594594594595,120.0,63.0,4526.4
P041,Product 041,202408,165.0,79.0,0.35,12,2,1.9,28.29,560,691,811,15842.4,19548.39,22943.19,28.29,2024-08-01,2024,202408,2234.91,57.75,742.0,158.0,62.0,86.0,4.69620253164557,124.0,65.0,2432.94
P041,Product 041,202409,96.0,69.0,0.35,12,2,1.9,28.29,560,691,811,15842.4,19548.39,22943.19,28.29,2024-09-01,2024,202409,1952.01,33.6,748.0,143.0,62.0,27.0,5.230769230769231,124.0,65.0,763.8299999999999
P041,Product 041,202410,35.0,61.0,0.35,12,2,1.9,28.29,560,691,811,15842.4,19548.39,22943.19,28.29,2024-10-01,2024,202410,1725.69,12.25,744.0,129.0,62.0,-26.0,5.767441860465116,124.0,65.0,-735.54
P041,Product 041,202411,336.0,51.0,0.35,12,2,1.9,28.29,560,691,811,15842.4,19548.39,22943.19,28.29,2024-11-01,2024,202411,1442.79,117.6,741.0,144.0,62.0,285.0,5.145833333333333,124.0,65.0,8062.65
P041,Product 041,202412,273.0,63.0,0.35,12,2,1.9,28.29,560,691,811,15842.4,19548.39,22943.19,28.29,2024-12-01,2024,202412,1782.27,95.55,740.0,160.0,62.0,210.0,4.625,124.0,65.0,5940.9
P041,Product 041,202501,217.0,56.0,0.35,12,2,1.9,28.29,560,691,811,15842.4,19548.39,22943.19,28.29,2025-01-01,2025,202501,1584.24,75.95,754.0,174.0,63.0,161.0,4.333333333333333,126.0,66.0,4554.69
